id,title,artist_validity,artist1_id,artist2_id,place_of_execution,date_validity,date1,date2,date_avg,date_bin,signature,support,medium,height,width,accession_number,museum,museum_link,rkd_link,image
M745,Interior of the Nieuwezijds chapel in Amsterdam with fantasy arch,,185,,UNKNOWN,,1645,1650,1647.5,1645,UNCLEAR,canvas,oil,78,66.5,RMCC s00012,52,,,
M746,Portrait of Alida Bicker,,186,,UNKNOWN,,1641,,1641,1640,YES,panel,oil,92,72,SA 2077,2,http://hdl.handle.net/11259/collection.37912,,
M747,Portrait of Jacob Bicker,,186,,UNKNOWN,,1639,,1639,1635,YES,panel,oil,93.5,71,SA2078,2,http://hdl.handle.net/11259/collection.37912,,
M748,The Dying Cleopatra,attributed to,123,,UNKNOWN,c.,1520,1524,1522,1520,NO,panel,oil,36.3,61.3,SK-A-2843,36,http://hdl.handle.net/10934/RM0001.COLLECT.5442,,
M749,The Expulsion from Paradise,,120,,UNKNOWN,c.,1646,,1646,1645,YES,panel,oil,29.8,38.4,SK-A-312,36,http://hdl.handle.net/10934/RM0001.COLLECT.5061,,
M750,The Calling of St Antony,,187,,Leiden,c.,1530,,1530,1530,YES,panel,oil,132.5,96.3,SK-A-1691,36,http://hdl.handle.net/10934/RM0001.COLLECT.8890,,
M751,Portrait of Floris van Egmond,,54,,UNKNOWN,c.,1519,,1519,1515,YES,panel,oil,39.8,29.3,SK-A-217,36,hdl.handle.net/10934/RM0001.COLLECT.6711,,
M752,Portrait of Johannes Colmannus (1471-1538),,113,,UNKNOWN,c.,1538,1540,1539,1535,YES,panel,oil,77.6,59.4,SK-C-507,36,hdl.handle.net/10934/RM0001.COLLECT.8648,,
M753,Samson Destroying the Temple,,113,,UNKNOWN,c.,1550,1560,1555,1555,UNCLEAR,panel,oil,46.4,15.8,SK-A-3511,36,hdl.handle.net/10934/RM0001.COLLECT.8646,,
M754,Portrait of a man,,123,,Haarlem,,1529,,1529,1525,UNCLEAR,panel,oil,48.5,34.5,SK-A-3853,36,hdl.handle.net/10934/RM0001.COLLECT.5445,,
M755,Landscape with Bathsheba,,123,,Utrecht,c.,1540,1545,1542.5,1540,UNCLEAR,panel,oil,100.4,203.9,SK-A-670,36,hdl.handle.net/10934/RM0001.COLLECT.5443,,
M756,The calling of St John during the marriage at Cana,,182,,Mechelen,c.,1530,1532,1531,1530,UNCLEAR,panel,oil,66.5,85,SK-A-4820,36,hdl.handle.net/10934/RM0001.COLLECT.6422,,
M757,The Penitent Magdalene,,110,,UNKNOWN,c.,1620,,1620,1620,YES,canvas,oil,169.5,149.5,SK-A-103,36,hdl.handle.net/10934/RM0001.COLLECT.8287,,
M758,Princes Maurits and Frederik Hendrik at the Valkenburg Horse Fair,,104,,UNKNOWN,,1618,,1618,1615,YES,panel,oil,54.2,133.5,SK-A-676,36,hdl.handle.net/10934/RM0001.COLLECT.6404,,
M759,The Four Seasons: Summer,,104,,UNKNOWN,,1625,,1625,1625,YES,panel,oil,14.7,37.3,SK-A-1771,36,hdl.handle.net/10934/RM0001.COLLECT.6395,,
M760,Portrait of Sir Thomas Gresham,,77,,Antwerp,c.,1560,1565,1562.5,1560,UNCLEAR,panel,oil,90,75.5,SK-A-3118,36,http://hdl.handle.net/10934/RM0001.COLLECT.4638,,
M761,"Portrait of Adam Wachendorff, with a Putto Blowing Bubbles",,65,,London,,1574,,1574,1570,YES,panel,oil,50.3,48.6,SK-A-4046,36,http://hdl.handle.net/10934/RM0001.COLLECT.8877,,
M762,Still Life with a Vase of Flowers and a Dead Frog,,188,,Utrecht,,1634,,1634,1630,YES,panel,oil,40.3,31,SK-A-772,36,hdl.handle.net/10934/RM0001.COLLECT.9010,,
M763,The Virgin Crowned by the Infant Christ,,189,,UNKNOWN,c.,1646,,1646,1645,YES,canvas,oil,137.8,112.5,SK-A-598,36,hdl.handle.net/10934/RM0001.COLLECT.5797,,
M764,Festoon of Fruit and Flowers,,164,,UNKNOWN,,1660,1670,1665,1665,YES,canvas,oil,74,60,SK-A-138,36,http://hdl.handle.net/10934/RM0001.COLLECT.6677,,
M765,Still Life with Flowers in a Glass,,23,,UNKNOWN,c.,1602,,1602,1600,NO,copper,oil,24.5,19,SK-A-2102,36,http://hdl.handle.net/10934/RM0001.COLLECT.8080,,
M766,"The Well-stocked Kitchen, with Jesus in het House of Martha and Mary in the Background",,190,,UNKNOWN,,1566,,1566,1565,YES,panel,oil,171,250,SK-A-1451,36,http://hdl.handle.net/10934/RM0001.COLLECT.8097,,
M767,Christ Taking Leave of his Mother,,191,,Leiden,c.,1515,1520,1517.5,1515,UNCLEAR,panel,oil,54.7,44,SK-A-1719,36,http://hdl.handle.net/10934/RM0001.COLLECT.8387,,
M768,Portrait of a Girl Dressed in Blue,,126,,UNKNOWN,,1641,,1641,1640,YES,canvas,oil,82,66.5,SK-A-3064,36,http://hdl.handle.net/10934/RM0001.COLLECT.6433,,
M769,Woman in a Large Hat,,111,,UNKNOWN,c.,1645,1650,1647.5,1645,NO,canvas,oil,92.2,81.7,SK-A-5005,36,http://hdl.handle.net/10934/RM0001.COLLECT.480135,,
M770,Portrait of Johannes Lutma,,6,,UNKNOWN,c.,1646,,1646,1645,YES,panel,oil,93,73,SK-A-3516,36,hdl.handle.net/10934/RM0001.COLLECT.5863,,
M771,Portrait of Sara de Bie ,,6,,UNKNOWN,c.,1646,,1646,1645,YES,panel,oil,92.9,73,SK-A-3517,36,hdl.handle.net/10934/RM0001.COLLECT.5864,,
M772,View of Itamaracá Island in Brazil,,192,,UNKNOWN,,1637,,1637,1635,YES,canvas,oil,63.5,88.5,Mh915,24,https://www.mauritshuis.nl/en/our-collection/artworks/915-view-of-itamaraca-island-in-brazil/,,
M773,Odysseus and Nausicaa,,186,,UNKNOWN,c.,1630,1688,1659,1655,YES,canvas,oil,103.5,168.5,SK-A-4278,36,http://hdl.handle.net/10934/RM0001.COLLECT.10182,,
M774,"Banquet Still Life with a Parrot, Dog and Monkey",,193,,UNKNOWN,,1644,,1644,1640,YES,canvas,oil,186,243,SK-C-301,36,hdl.handle.net/10934/RM0001.COLLECT.10686,,
M775,Portrait of Roelof Meulenaer,,151,,UNKNOWN,,1650,,1650,1650,YES,canvas,oil,118,96.5,SK-A-683,36,http://hdl.handle.net/10934/RM0001.COLLECT.6111,,
M776,A Village Revel,,144,,Leiden,,1673,,1673,1670,YES,canvas,oil,110.4,147,RCIN 405611,37,https://www.rct.uk/collection/405611/a-village-revel,,
M777,Raising of Lazarus,,46,,Amsterdam,c.,1643,,1643,1640,YES,canvas,oil,210.5,140,M.Ob.563,28,https://cyfrowe.mnw.art.pl/en/catalog/443742,,
M778,Hagar and the Angel,,46,,Amsterdam,c.,1645,,1645,1645,YES,canvas,oil,157.5,136,CF-100,22,https://www.theleidencollection.com/artwork/hagar-and-the-angel/,,
M779,"Mercury, Argus, and Io",,46,,UNKNOWN,,1645,1647,1646,1645,UNCLEAR,canvas,oil,73.5,104,M.90.20,54,https://collections.lacma.org/node/224757,,
M780,Mercury and Aglauros,,46,,UNKNOWN,,1645,1647,1646,1645,UNCLEAR,canvas,oil,72.4,91.1,3.1143,55,https://collections.mfa.org/objects/31233,,
M781,Self-Portrait,,46,,UNKNOWN,c.,1645,,1645,1645,UNCLEAR,canvas,oil,62.5,51,2080,56,https://www.sammlung.pinakothek.de/de/artwork/A9xlyMNLWv,,
M782,Portrait of Maria Rey,,151,,UNKNOWN,,1650,,1650,1650,YES,canvas,oil,118,96.6,SK-A-684,36,http://hdl.handle.net/10934/RM0001.COLLECT.6113,,
M783,Meeting between David and Abigail,,132,,Utrecht,,1597,,1597,1595,YES,canvas,oil,99,131,SK-A-988,36,http://hdl.handle.net/10934/RM0001.COLLECT.5618,,
M784,"Militia Company of District VIII under the Command of Captain Roelof Bicker
Officers and other Civic Guardsmen of the VIII District in Amsterdam under the command of Captain Roelof Bicker and Lieutenant Jan Michielsz Blaeuw",,60,,UNKNOWN,c.,1640,1643,1641.5,1640,YES,canvas,oil,235,750,SK-C-375,36,http://hdl.handle.net/10934/RM0001.COLLECT.8665,,
M785,"Officers and Other Civic Guardsmen of District XVIII in Amsterdam, under the Command of Captain Albert Dircksz Bas and Lieutenant Lucas Pietersz Conijn",,47,,UNKNOWN,,1645,,1645,1645,YES,canvas,oil,338.7,242.5,SK-C-371,36,hdl.handle.net/10934/RM0001.COLLECT.8427,,
M786,Portrait of the Governors of the Kloveniersdoelen,,47,,UNKNOWN,,1642,,1642,1640,YES,canvas,oil,203.7,275.4,SK-C-370,36,hdl.handle.net/10934/RM0001.COLLECT.10744,,
M787,"Officers and other Civic Guardsmen of the XIX District of Amsterdam, under the command of Captain Cornelis Bicker and Lieutenant Frederick van Banchem, waiting to welcome Marie de Médicis, 1 September 1638",,186,,UNKNOWN,,1640,,1640,1640,YES,canvas,oil,343,258,SK-C-393,36,http://hdl.handle.net/10934/RM0001.COLLECT.5373,,
M788,Landscape with an old Oak,,143,,UNKNOWN,c.,1639,1641,1640,1640,YES,panel,oil,34.1,48.3,SK-A-4093,36,hdl.handle.net/10934/RM0001.COLLECT.4897,,
M789,Johannes Wtenbogaert,,6,,UNKNOWN,,1638,,1638,1635,UNCLEAR,canvas,oil,122.5,98,SK-C-1474,36,,,
M790,Portrait of Jan Gerritsz van Egmond van de Nijenburg (?-1523),workshop of,48,,Amsterdam,c.,1518,,1518,1515,UNCLEAR,panel,oil,42.4,32.8,SK-A-3838,36,hdl.handle.net/10934/RM0001.COLLECT.8171,,
M791,The Painter’s Studio,,143,,UNKNOWN,c.,1647,1650,1648.5,1645,NO,panel,oil,36.5,34.5,SK-A-298,36,hdl.handle.net/10934/RM0001.COLLECT.4902,,
M792,"Portrait of Clara Alewijn
Clara Alewijn (1635-74). Daughter of Abraham Alewijn and Geertruid Hooftman",,92,,UNKNOWN,,1644,,1644,1640,UNCLEAR,canvas,oil,122,89.5,SK-A-1311,36,http://hdl.handle.net/10934/RM0001.COLLECT.5376,,
M793,The Quacksalver,,143,,UNKNOWN,,1648,,1648,1645,YES,panel,oil,29,23.7,SK-A-300,36,hdl.handle.net/10934/RM0001.COLLECT.6754,,
M794,A Man holding a Glove,,54,,UNKNOWN,c.,1530,1532,1531,1530,UNCLEAR,panel,oil,24.3,16.8,NG946,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-a-man-holding-a-glove,,
M795,An Elderly Couple,,54,,UNKNOWN,c.,1520,,1520,1520,UNCLEAR,parchment on canvas,oil,48.1,69.2,NG1689,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-an-elderly-couple,,
M796,A Young Princess (Dorothea of Denmark?),,54,,UNKNOWN,c.,1530,1532,1531,1530,UNCLEAR,panel,oil,38.2,29.1,NG2211,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-a-young-princess-dorothea-of-denmark,,
M797,A Man with a Rosary,,54,,UNKNOWN,c.,1525,1530,1527.5,1525,UNCLEAR,panel,oil,69,49.1,NG656,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-man-with-a-rosary,,
M798,The Rest on the Flight into Egypt,,113,,UNKNOWN,c.,1530,,1530,1530,NO,panel,oil,57.7,74.7,1961.9.36,51,https://www.nga.gov/collection/art-object-page.46135.html,,
M799,The 12-Year-Old Jesus in the Temple,,195,,Bruges,c.,1530,,1530,1530,UNCLEAR,panel,oil,29.5,21,2453 (OK),6,https://www.boijmans.nl/en/collection/artworks/3733/the-12-year-old-jesus-in-the-temple,,
M800,Landscape with Saint Christopher,,196,,UNKNOWN,c.,1540,,1540,1540,UNCLEAR,panel,oil,30,43,2437 (OK),6,https://www.boijmans.nl/en/collection/artworks/3717/landscape-with-saint-christopher,,
M801,Portrait of a young student,,113,,UNKNOWN,,1531,,1531,1530,NO,panel,oil,46.5,35,1797 (OK),6,https://www.boijmans.nl/en/collection/artworks/2821/portrait-of-a-young-student,,
M802,Madonna with wild roses,,123,,UNKNOWN,c.,1530,,1530,1530,NO,panel,oil,52,44,12432 a,7,https://hdl.handle.net/21.12130/collect.DC536FB9-AC0A-4EC2-9B5A-D1030DBF2480,,
M803,Worship of the Statue of Nebuchadnezzar,,197,,Amsterdam,c.,1560,,1560,1560,UNCLEAR,panel,oil,113.2,84.3,1007 (OK),6,https://www.boijmans.nl/en/collection/artworks/1410/worship-of-the-statue-of-nebuchadnezzar,,
M804,The Pancake Bakery,,197,,Amsterdam,,1560,,1560,1560,UNCLEAR,panel,oil,169.3,87,1006 (OK),6,https://www.boijmans.nl/en/collection/artworks/1408/the-pancake-bakery,,
M805,Christ in the House of Martha and Mary,,197,,Antwerp,,1553,,1553,1550,UNCLEAR,panel,oil,200,126,1108 (OK),6,https://www.boijmans.nl/en/collection/artworks/1618/christ-in-the-house-of-martha-and-mary,,
M806,The Family of Saint Anne,,198,,Antwerp,,1585,,1585,1585,YES,panel,oil,135.3,170,S-51,57,https://www.mskgent.be/en/collection/s-51,,
M807,Calumny of Apelles,,198,,Antwerp,c.,1590,1603,1596.5,1595,UNCLEAR,panel,oil,118.8,179.9,,34,,"
https://rkd.nl/images/296573",
M808,The Vestal Claudia Towing the Ship Bearing the Statue of Cybele,,199,,Liege,,1547,1548,1547.5,1545,UNCLEAR,canvas,oil,138.5,149,,58,,,
